Tiempo,Temperatura,Humedad,Presion
2023-01-01 15:32:00,26.541656229796725,45.68903662489243,1017.1103817839856
2023-01-01 15:33:00,18.109582664679614,55.72751366857216,1011.9339238156409
2023-01-01 15:34:00,23.440119460418934,56.77557033587717,1006.771709335672
2023-01-01 15:35:00,20.79854802260347,63.07183845081258,1007.1440483228293
2023-01-01 15:36:00,19.96584123850508,45.32558990374093,1015.9586348757579
2023-01-01 15:37:00,33.407883581336634,41.398466150753364,1010.6188778184267
2023-01-01 15:38:00,21.038566690969276,58.59104192785531,1004.4368533865877
2023-01-01 15:39:00,22.341970459942726,41.903734239598876,1016.064761840915
2023-01-01 15:53:00,22.948091031710646,43.703495730598185,1016.5589263404852
2023-01-01 15:54:00,27.64471809208291,43.46715298072111,1008.3102620236925
2023-01-01 15:55:00,26.23073894342422,50.785140251741765,1014.3686472476236
2023-01-01 15:56:00,29.317598291906574,54.17800583206081,1006.0257990358268
2023-01-01 15:57:00,20.976231296810653,37.5978366359223,1016.977747758847
2023-01-01 15:58:00,36.73323515263281,59.000542427640724,1012.4251911686125
2023-01-01 15:59:00,18.604194464858708,68.02242229790548,1015.4792533448272
2023-01-01 16:00:00,23.172244550069813,47.91714896905004,1006.3973732658599
2023-01-01 16:01:00,29.69046270452823,65.74371237475572,1015.4954213783589
2023-01-01 16:02:00,26.483665862470566,51.989894944051876,1014.5310169815185
2023-01-01 16:03:00,29.149930795405517,69.88731918595391,1014.8184894635668
2023-01-01 16:04:00,22.51948833008719,61.1728346568819,1014.56316981507
2023-01-01 16:05:00,24.625975086598295,34.36095365160234,1012.0326805860483
2023-01-01 16:06:00,25.061159918194086,50.186273706613555,1019.20649610158
2023-01-01 16:07:00,32.846298072679524,60.543249749040775,1012.2205100711715
2023-01-01 16:08:00,28.452145121915244,50.30546581040617,1009.3041539980459
2023-01-01 16:09:00,28.98336054182336,49.63116469154933,1012.7063690331553
2023-01-01 16:10:00,21.710369537316023,62.69764750314304,1008.2474102727773
2023-01-01 16:11:00,29.844413192815253,42.90145817853896,1010.6800178833457
2023-01-01 16:12:00,26.127908317844017,50.175156132782185,1012.113766919053
2023-01-01 16:13:00,31.94572657838964,53.23625764609119,1011.1022293967707
2023-01-01 16:14:00,35.07030077459234,46.66209039646436,1013.9969853640274
2023-01-01 16:15:00,23.466171119864978,49.79870896122463,1022.7288069565317
2023-01-01 16:16:00,22.968484347774687,57.750232632241705,1015.8547491992306
2023-01-01 16:17:00,20.679775044488153,54.32837621499994,1018.3615032364405
2023-01-01 16:18:00,24.2821024414184,41.912824680204665,1010.4814528131589
2023-01-01 16:19:00,23.08987275524808,38.95876014200738,1010.0649185574742
2023-01-01 16:20:00,26.79752199785505,42.1089781974335,1011.1091097655351
2023-01-01 16:21:00,24.27716591533132,50.01248455788487,1017.2644454863444
2023-01-01 16:22:00,50.1920035960919,48.400602122429575,1002.2594076088455
